0,0
1,0.0135055342074589
2,0.052463797457791
3,0.0441240004044505
4,-0.00695251191695047
6,-0.00545255821268605
7,-0.00726437006313834
8,0.0388017457711937
9,-0.00708318151651707
47,-0.00228748958216834
48,0.0032724164459458
49,0.0111149865913631
50,-0.00587287292584034
51,-0.00465527273046104
52,0.000361360950541967
53,-0.00385678560278687
54,-0.00250979776722568
62,-0.00626354886443781
63,-0.00520333551624633
64,-0.00454097551701431
125,-0.00411484619474169
187,-0.00101830777686902
250,0.00323174436438186
