0,0
1,-0.124716614056522
2,-0.124643730754387
3,-0.124651774222383
4,-0.124612408900058
9,-0.124613260942105
56,-0.124530381446498
57,-0.124391923225368
62,-0.124448788668659
63,-0.12424194029211
65,-0.124491771180718
74,-0.124488168105225
90,-0.124381446099435
92,-0.124598017476315
94,-0.124462659375545
98,-0.124369397047565
99,-0.124593525260377
100,-0.124720942736802
103,-0.124613542204656
107,-0.123900700421512
111,-0.120402383397251
114,-0.120509260693981
115,-0.124223133350472
116,-0.122862982280154
117,-0.120419334578747
125,-0.119001845409444
126,-0.119660879416386
128,-0.118822663177191
137,-0.120586333534017
141,-0.101362687933733
142,-0.124546286473873
143,-0.12433528405519
144,-0.124573099498393
145,-0.124451411025036
146,-0.0797762306133526
158,-0.0615390700705679
187,-0.0737437368680809
188,-0.119766030881894
190,-0.110335376246585
191,-0.119805206226685
192,-0.117320482322192
193,-0.124642489358685
194,-0.0960829141428864
202,-0.106928261741718
227,-0.0931083847900579
228,-0.119118140013259
230,-0.118957060221759
233,-0.115885909271667
238,-0.116006322305469
242,-0.117390050135926
245,-0.117010348969295
247,-0.117532873169671
248,-0.117389732746895
249,-0.117952976502172
250,-0.0441808910325262
