0,0
5,-0.00221854983561049
6,0.000831367404288302
7,0.000854764249527082
8,-0.000181699082135514
9,0.000385331840377621
10,-0.000280891190462279
11,-0.000767772989827597
12,-9.7927340767018e-05
13,0.000454633783376222
14,0.000513511568165472
15,0.000608636735037691
16,0.00152847912543299
17,-0.000683269665130189
19,0.000249367860126805
20,9.10446813405439e-05
32,-0.000105561624520395
62,7.37865985675015e-05
125,-0.000200605655009069
187,0.000358869373717584
250,-9.06764535580709e-05
