0,0
32,-0.127017813593119
36,-0.109293886780652
37,-0.00287598042388143
39,0.131497308912246
40,0.241102948898127
41,0.417356378381516
43,0.249958518214419
47,0.425517606141703
62,0.351056678748618
67,0.341134906439918
75,0.397048569541737
78,0.418638009761173
80,0.37626494788898
82,0.406371492837872
84,0.377576531577306
86,0.372094290298209
88,0.388458542354253
90,0.369609227340528
91,0.512125746935268
92,0.565169961567545
125,0.363459143226163
187,0.398572319074419
250,0.398521534614797
