0,0
1,-0.0619947844246068
2,-0.0479071252419498
4,-0.0690024749432226
10,-0.0669995309254259
16,-0.0654115874928077
18,-0.0592237884281377
21,-0.0493197869736361
23,-0.0406565286073422
24,-0.0644010260839797
25,-0.0661300539509728
26,-0.0494738154512889
27,-0.062242849205817
28,-0.0240622003939674
29,-0.0666372308418395
30,-0.0678094869922001
31,-0.040486930111662
32,-0.0418664508348479
33,-0.0576279652999954
34,-0.05399411393102
35,-0.05990181119906
37,-0.0674146965980405
38,-0.0643133234627054
39,-0.0551018318198042
62,-0.0386246814235644
125,-0.0212562888550805
187,-0.0533413240632062
188,-0.0562606733057379
189,-0.0630431048762933
191,-0.0619644806909371
197,-0.0663638243819005
203,-0.0684497337925446
206,-0.0649133640081171
208,-0.0653614487817851
209,-0.067078419986317
210,-0.0237261558817359
250,-0.0286929094316797
