0,0
62,-0.00149745991221952
72,-0.0119906715328208
125,0.00277552750791256
131,-0.00589531918614476
132,-0.00977520283282969
133,-0.0157510449471848
136,-0.00025907912359758
187,-0.00637225952359604
189,-0.00463137499972949
191,0.00683599389962884
192,-0.0052954469356578
193,0.0158942234960778
221,0.00434916182850314
233,0.00192748549916804
234,-0.000709909329216665
236,-0.00664429653079425
238,-0.00437418976997572
239,-0.000314814805946189
240,0.0404095056085857
241,-0.0152305256569945
242,0.00669735229989167
243,-0.00655939292302078
244,0.010324475901579
245,0.0209699126957639
246,-0.00470694195921069
247,-0.0168827031794256
248,0.0093286077858775
249,0.0215504096473112
250,0.0459029080685436
